Repo,Owners,Rule Type,Severity,Message,Matched Files
call-center-page,@guestyorg/okta-communication,Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, .eslintignore"
call-center-page,@guestyorg/okta-communication,Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,config-overrides.js
call-center-page,@guestyorg/okta-communication,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
call-center-page,@guestyorg/okta-communication,Require files,Warning,pnpm-lock.yaml is missing,
call-center-page,@guestyorg/okta-communication,Require files,Warning,pnpm-workspace.yaml is missing,
call-center-page,@guestyorg/okta-communication,Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
call-center-page,@guestyorg/okta-communication,Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
call-center-page,@guestyorg/okta-communication,Package fields,Warning,eslintConfig detected in package json. Please remove it and migrate to Orbis,
cancellation-policies-page,@guestyorg/jarvis,Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
cancellation-policies-page,@guestyorg/jarvis,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
cancellation-policies-page,@guestyorg/jarvis,Require files,Warning,pnpm-lock.yaml is missing,
cancellation-policies-page,@guestyorg/jarvis,Require files,Warning,pnpm-workspace.yaml is missing,
cancellation-policies-page,@guestyorg/jarvis,Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
channel-manager-page,@guestyorg/odyssey,Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
channel-manager-page,@guestyorg/odyssey,Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, .eslintignore"
channel-manager-page,@guestyorg/odyssey,Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,config-overrides.js
channel-manager-page,@guestyorg/odyssey,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
channel-manager-page,@guestyorg/odyssey,Require files,Warning,pnpm-lock.yaml is missing,
channel-manager-page,@guestyorg/odyssey,Require files,Warning,pnpm-workspace.yaml is missing,
channel-manager-page,@guestyorg/odyssey,Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
channel-manager-page,@guestyorg/odyssey,Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
channel-manager-page,@guestyorg/odyssey,Package fields,Warning,eslintConfig detected in package json. Please remove it and migrate to Orbis,
checkin-guest-form,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc
checkin-guest-form,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,.eslintrc.json
checkin-guest-form,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
checkin-guest-form,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Require files,Warning,pnpm-lock.yaml is missing,
checkin-guest-form,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Require files,Warning,pnpm-workspace.yaml is missing,
checkin-guest-form,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
checkin-guest-form,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
company-info,"@guestyorg/okta-cross
@guestyorg/okta-groot",Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,.eslintignore
company-info,"@guestyorg/okta-cross
@guestyorg/okta-groot",Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
company-info,"@guestyorg/okta-cross
@guestyorg/okta-groot",Require files,Warning,pnpm-lock.yaml is missing,
company-info,"@guestyorg/okta-cross
@guestyorg/okta-groot",Require files,Warning,pnpm-workspace.yaml is missing,
company-info,"@guestyorg/okta-cross
@guestyorg/okta-groot",Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
coupons-fe,"@guestyorg/adventure
@guestyorg/jarvis",Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
coupons-fe,"@guestyorg/adventure
@guestyorg/jarvis",Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, .eslintignore"
coupons-fe,"@guestyorg/adventure
@guestyorg/jarvis",Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,config-overrides.js
coupons-fe,"@guestyorg/adventure
@guestyorg/jarvis",Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
coupons-fe,"@guestyorg/adventure
@guestyorg/jarvis",Require files,Warning,pnpm-lock.yaml is missing,
coupons-fe,"@guestyorg/adventure
@guestyorg/jarvis",Require files,Warning,pnpm-workspace.yaml is missing,
coupons-fe,"@guestyorg/adventure
@guestyorg/jarvis",Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
coupons-fe,"@guestyorg/adventure
@guestyorg/jarvis",Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
coupons-fe,"@guestyorg/adventure
@guestyorg/jarvis",Package fields,Warning,eslintConfig detected in package json. Please remove it and migrate to Orbis,
create-reservation-widget,"@guestyorg/jarvis
@guestyorg/okta-reservo
@guestyorg/okta-unicorn
@guestyorg/oxp",Detect files,Warning,Babel is not recommended. Please migrate to Orbis,.babelrc.js
create-reservation-widget,"@guestyorg/jarvis
@guestyorg/okta-reservo
@guestyorg/okta-unicorn
@guestyorg/oxp",Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc
create-reservation-widget,"@guestyorg/jarvis
@guestyorg/okta-reservo
@guestyorg/okta-unicorn
@guestyorg/oxp",Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, .eslintignore"
create-reservation-widget,"@guestyorg/jarvis
@guestyorg/okta-reservo
@guestyorg/okta-unicorn
@guestyorg/oxp",Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
create-reservation-widget,"@guestyorg/jarvis
@guestyorg/okta-reservo
@guestyorg/okta-unicorn
@guestyorg/oxp",Require files,Error,.nvmrc is missing,
create-reservation-widget,"@guestyorg/jarvis
@guestyorg/okta-reservo
@guestyorg/okta-unicorn
@guestyorg/oxp",Require files,Warning,pnpm-lock.yaml is missing,
create-reservation-widget,"@guestyorg/jarvis
@guestyorg/okta-reservo
@guestyorg/okta-unicorn
@guestyorg/oxp",Require files,Warning,pnpm-workspace.yaml is missing,
create-reservation-widget,"@guestyorg/jarvis
@guestyorg/okta-reservo
@guestyorg/okta-unicorn
@guestyorg/oxp",Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
create-reservation-widget,"@guestyorg/jarvis
@guestyorg/okta-reservo
@guestyorg/okta-unicorn
@guestyorg/oxp",Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
distribution-page,@guestyorg/sketch,Detect files,Error,Forbidden files detected in the project,.github/workflows/upload-translations.yml
distribution-page,@guestyorg/sketch,Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
distribution-page,@guestyorg/sketch,Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, .eslintignore"
distribution-page,@guestyorg/sketch,Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,config-overrides.js
distribution-page,@guestyorg/sketch,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
distribution-page,@guestyorg/sketch,Require files,Warning,pnpm-lock.yaml is missing,
distribution-page,@guestyorg/sketch,Require files,Warning,pnpm-workspace.yaml is missing,
distribution-page,@guestyorg/sketch,Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
distribution-page,@guestyorg/sketch,Package fields,Warning,eslintConfig detected in package json. Please remove it and migrate to Orbis,
document-management,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc
document-management,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,config-overrides.js
document-management,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
document-management,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Require files,Warning,pnpm-lock.yaml is missing,
document-management,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Require files,Warning,pnpm-workspace.yaml is missing,
document-management,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
document-management,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
document-management,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Package fields,Warning,eslintConfig detected in package json. Please remove it and migrate to Orbis,
dynamic-pricing-page,@guestyorg/jarvis,Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
dynamic-pricing-page,@guestyorg/jarvis,Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, cypress/.eslintrc.js, .eslintignore"
dynamic-pricing-page,@guestyorg/jarvis,Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,"config-overrides.js, src/react-app-env.d.ts"
dynamic-pricing-page,@guestyorg/jarvis,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
dynamic-pricing-page,@guestyorg/jarvis,Require files,Warning,pnpm-lock.yaml is missing,
dynamic-pricing-page,@guestyorg/jarvis,Require files,Warning,pnpm-workspace.yaml is missing,
dynamic-pricing-page,@guestyorg/jarvis,Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
dynamic-pricing-page,@guestyorg/jarvis,Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
embeddable-search-widget,"@guestyorg/discovery
@guestyorg/odyssey",Detect files,Error,Forbidden files detected in the project,.circleci/config.yml
embeddable-search-widget,"@guestyorg/discovery
@guestyorg/odyssey",Detect files,Warning,Babel is not recommended. Please migrate to Orbis,.babelrc
embeddable-search-widget,"@guestyorg/discovery
@guestyorg/odyssey",Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,.eslintignore
embeddable-search-widget,"@guestyorg/discovery
@guestyorg/odyssey",Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
embeddable-search-widget,"@guestyorg/discovery
@guestyorg/odyssey",Require files,Warning,pnpm-lock.yaml is missing,
embeddable-search-widget,"@guestyorg/discovery
@guestyorg/odyssey",Require files,Warning,pnpm-workspace.yaml is missing,
embeddable-search-widget,"@guestyorg/discovery
@guestyorg/odyssey",Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
embeddable-search-widget,"@guestyorg/discovery
@guestyorg/odyssey",Package fields,Warning,eslintConfig detected in package json. Please remove it and migrate to Orbis,
empty-state-widget,@guestyorg/okta-starlite,Detect files,Error,Forbidden files detected in the project,.github/workflows/translate.yml
empty-state-widget,@guestyorg/okta-starlite,Detect files,Warning,Jest is forbidden. Please migrate to Vitest,jest.config.js
empty-state-widget,@guestyorg/okta-starlite,Detect files,Warning,Babel is not recommended. Please migrate to Orbis,.babelrc.js
empty-state-widget,@guestyorg/okta-starlite,Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
empty-state-widget,@guestyorg/okta-starlite,Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, .eslintignore"
empty-state-widget,@guestyorg/okta-starlite,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
empty-state-widget,@guestyorg/okta-starlite,Require files,Warning,pnpm-lock.yaml is missing,
empty-state-widget,@guestyorg/okta-starlite,Require files,Warning,pnpm-workspace.yaml is missing,
empty-state-widget,@guestyorg/okta-starlite,Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
expenses-page,@guestyorg/biz-enterprise,Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
expenses-page,@guestyorg/biz-enterprise,Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, .eslintignore"
expenses-page,@guestyorg/biz-enterprise,Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,"config-overrides.js, src/react-app-env.d.ts"
expenses-page,@guestyorg/biz-enterprise,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
expenses-page,@guestyorg/biz-enterprise,Require files,Warning,pnpm-lock.yaml is missing,
expenses-page,@guestyorg/biz-enterprise,Require files,Warning,pnpm-workspace.yaml is missing,
expenses-page,@guestyorg/biz-enterprise,Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
expenses-page,@guestyorg/biz-enterprise,Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
expenses-page,@guestyorg/biz-enterprise,Package fields,Warning,eslintConfig detected in package json. Please remove it and migrate to Orbis,
feature-toggle-admin-page,@guestyorg/okta-pop,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
feature-toggle-admin-page,@guestyorg/okta-pop,Require files,Warning,pnpm-lock.yaml is missing,
feature-toggle-admin-page,@guestyorg/okta-pop,Require files,Warning,pnpm-workspace.yaml is missing,
financial-settings-page,@guestyorg/biz-enterprise,Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
financial-settings-page,@guestyorg/biz-enterprise,Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, .eslintignore"
financial-settings-page,@guestyorg/biz-enterprise,Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,config-overrides.js
financial-settings-page,@guestyorg/biz-enterprise,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
financial-settings-page,@guestyorg/biz-enterprise,Require files,Warning,pnpm-lock.yaml is missing,
financial-settings-page,@guestyorg/biz-enterprise,Require files,Warning,pnpm-workspace.yaml is missing,
financial-settings-page,@guestyorg/biz-enterprise,Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
financial-settings-page,@guestyorg/biz-enterprise,Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
financial-settings-page,@guestyorg/biz-enterprise,Package fields,Warning,eslintConfig detected in package json. Please remove it and migrate to Orbis,
gcm-partners-admin-page,@guestyorg/odyssey,Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
